,CID,HBondDonorCount,HBondAcceptorCount,MolecularWeight,XLogP,ConnectivitySMILES,SMILES,HitFreq,Include
20162,169279111,2,5,382.4,3.3,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3,C[C@@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=CC=CC=C4N3,1,0
20163,169279119,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,C[C@@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,1,0
20164,169279120,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC=C4F,C[C@@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC=C4F,1,0
20165,169279139,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,C[C@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=C(C=C4)F,1,0
20166,169279164,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC(=C4)F,C[C@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC(=C4)F,1,1
20167,169279166,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC(=C4)F,C[C@@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC(=C4)F,1,0
20168,169279180,2,5,424.4,4.6,CC(C)CN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,C[C@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(CC(C)C)C(=O)C3=CC4=CC=CC=C4N3,1,1
20169,169279183,2,6,414.4,3.7,CCN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,CCN([C@@H](C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,1,0
20170,169279198,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC=C4F,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC=C4F,1,0
20171,169279250,2,6,400.4,3.4,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC(=C4)F,CC(C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(C)C(=O)C3=CC4=C(N3)C=CC(=C4)F,1,0
20172,169279265,2,5,396.4,3.6,CC1=C(NC2=CC=CC=C12)C(=O)N(C)C(C)C3=NNC(=O)C4=CC(=C(C=C43)F)F,CC1=C(NC2=CC=CC=C12)C(=O)N(C)[C@H](C)C3=NNC(=O)C4=CC(=C(C=C43)F)F,1,0
20173,169279281,2,6,414.4,3.7,CCN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,CCN([C@H](C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=C(N3)C=CC(=C4)F,1,0
20174,169279290,2,5,424.4,4.6,CC(C)CN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,CC(C)CN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,1,0
20175,169279291,2,5,424.4,4.6,CC(C)CN(C(C)C1=NNC(=O)C2=CC(=C(C=C21)F)F)C(=O)C3=CC4=CC=CC=C4N3,C[C@@H](C1=NNC(=O)C2=CC(=C(C=C21)F)F)N(CC(C)C)C(=O)C3=CC4=CC=CC=C4N3,1,0
20176,169618553,1,2,246.28,3.0,CN(CCC=C)C(=O)C1=CC2=C(N1)C=C(C=C2)F,CN(CCC=C)C(=O)C1=CC2=C(N1)C=C(C=C2)F,1,1
20177,169635712,2,4,423.5,4.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C4CCN5C(C4)CCC5=O)F,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)[C@H]4CCN5[C@H](C4)CCC5=O)F,4,1
20178,169635713,2,4,423.5,4.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C4CCN5C(C4)CCC5=O)F,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C4CCN5[C@H](C4)CCC5=O)F,4,0
20179,169635729,2,4,408.5,4.8,CC1CN(CCC1N(C)C)C2=CC=CC(=C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,CC1CN(CCC1N(C)C)C2=CC=CC(=C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,4,1
20180,169635734,2,4,408.5,4.8,CC1CN(CCC1N(C)C)C2=CC=CC(=C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,C[C@@H]1CN(CC[C@@H]1N(C)C)C2=CC=CC(=C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,4,0
20181,169635735,2,5,412.5,4.5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(C(C4)F)N(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC[C@@H]([C@@H](C4)F)N(C)C,4,1
20182,169635737,3,4,408.5,4.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(CC4)CCCN,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(CC4)CCCN,4,1
20183,169635740,2,7,434.4,4.8,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(C(C4)C(F)(F)F)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(C(C4)C(F)(F)F)C,2,1
20184,169635744,3,3,351.4,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3C4=CC=CC=C4CCNC3=O,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3C4=CC=CC=C4CCNC3=O,4,1
20185,169635751,2,4,395.5,4.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(CC4)(C)OC,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(CC4)(C)OC,1,1
20186,169635764,3,3,337.4,3.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CNCCC4=CC=CC=C34,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CNCCC4=CC=CC=C34,1,1
20187,169635766,2,4,414.5,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(C4)N(C)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCC(C4)N(C)C(=O)C,4,0
20189,169635835,2,5,430.5,3.5,CCOC(=O)N1CCN(CC1)C2CCCC(C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,CCOC(=O)N1CCN(CC1)[C@H]2CCC[C@H](C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,4,1
20190,169635905,4,4,427.5,2.8,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC5(CC4)CNC(=O)N5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CCC5(CC4)CNC(=O)N5,1,1
20191,169635908,2,4,324.34,4.7,CC1=C2C(=CC=C1)C=C(N2)C(=O)NC3CCC(CC3)C(F)(F)F,CC1=C2C(=CC=C1)C=C(N2)C(=O)NC3CCC(CC3)C(F)(F)F,4,1
20192,169635909,3,4,386.5,3.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCCNC(=O)C4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CCCNC(=O)C4,4,1
20193,169635921,2,5,430.5,3.5,CCOC(=O)N1CCC(CC1)N2CCCC(C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,CCOC(=O)N1CCC(CC1)N2CCC[C@H](C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,1,1
20194,169635924,2,4,400.5,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCCN(C(=O)C4)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CCCN(C(=O)C4)C,4,1
20195,169635937,2,4,426.5,3.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CC5CCC4CN5C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CC5CCC4CN5C(=O)C,4,1
20196,169635945,3,4,426.5,3.1,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC5(CC4)CC(=O)NC5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCCC(C3)N4CCC5(CC4)CC(=O)NC5,4,0
20197,169635955,2,4,426.5,3.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4C5CCC4CN(C5)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4C5CCC4CN(C5)C(=O)C,4,1
20198,169635965,2,4,442.6,4.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(C4)N(C)C(=O)C(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CCC(C4)N(C)C(=O)C(C)C,1,1
20199,169635975,2,4,427.5,2.6,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCN5C(C4)CN(C5=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCN5[C@@H](C4)CN(C5=O)C,1,1
20200,169636654,2,6,481.5,3.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCC(C4)N5CCN(CC5)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCC(C4)N5CCN(CC5)C(=O)C,4,1
20201,169636657,2,5,441.5,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCN(CC4)C(=O)N(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCN(CC4)C(=O)N(C)C,2,1
20202,169636659,2,6,467.5,3.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCC(C4)N5CCN(C(=O)C5)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCC(C4)N5CCN(C(=O)C5)C,4,1
20203,169636686,2,5,466.5,4.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCC5(CCCN5C(=O)C)CC4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCC5(CCCN5C(=O)C)CC4,2,1
20205,169636695,3,4,409.5,2.9,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)C(=O)NC,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)C(=O)NC,4,1
20206,169636761,2,5,426.5,4.5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)CF)N4CCC(CC4)N(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)CF)N4CCC(CC4)N(C)C,2,1
20207,169636767,2,4,408.5,4.8,CC1CN(CCC1N(C)C)C2=CC=CC(=C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,C[C@H]1CN(CC[C@H]1N(C)C)C2=CC=CC(=C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,4,0
20208,169636770,2,4,392.5,4.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)C5CC5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)C5CC5,4,1
20209,169636809,3,5,454.5,2.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C4(CCN(CC4)C(=O)C)C(=O)N)F,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C4(CCN(CC4)C(=O)C)C(=O)N)F,4,1
20211,169636875,2,4,400.5,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCCN(C(=O)C4)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCCN(C(=O)C4)C,4,0
20212,169636953,2,4,420.5,3.5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)C(=O)C5CC5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)C(=O)C5CC5,4,1
20213,169636967,3,4,406.5,4.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC5(CCCN5)CC4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC5(CCCN5)CC4,1,1
20214,169636970,2,4,442.6,4.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(C4)N(C(C)C)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCCC(C3)N4CCC(C4)N(C(C)C)C(=O)C,1,1
20215,169636978,2,4,414.5,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(C4)N(C)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CC[C@@H](C4)N(C)C(=O)C,4,0
20217,169637017,3,4,392.5,4.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC5CCCNC5C4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC5CCCNC5C4,1,1
20218,169637049,2,4,406.5,4.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)CC5CC5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)CC5CC5,1,1
20219,169637064,2,4,406.5,4.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC5CCCN(C5C4)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC5CCCN(C5C4)C,1,1
20220,169637098,2,4,408.5,4.6,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(CC4)CN(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(CC4)CN(C)C,4,1
20221,169637128,3,7,496.6,2.9,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCC(C4)N5CCN(CC5)CC(=O)N,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CC[C@@H](C4)N5CCN(CC5)CC(=O)N,2,1
20223,169637140,2,4,359.4,3.1,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCOCC4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCOCC4,4,0
20224,169637176,3,5,435.5,3.7,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(C4)N5CCC(CC5)N,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(C4)N5CCC(CC5)N,4,1
20225,169637199,2,5,442.5,4.1,CCN(CCCN(C)C1=CC(=CC(=C1)NC(=O)C2=CC3=C(C=CC(=C3N2)C)F)F)C(=O)C,CCN(CCCN(C)C1=CC(=CC(=C1)NC(=O)C2=CC3=C(C=CC(=C3N2)C)F)F)C(=O)C,2,1
20226,169637206,2,4,406.5,3.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4C5CC4CN(C5)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4C5CC4CN(C5)C(=O)C,1,1
20228,169637243,2,5,424.5,3.1,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCN(CC4)C(=NC#N)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCN(CC4)C(=NC#N)C,1,0
20229,169637263,2,6,481.5,3.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CCC(C4)N5CCN(CC5)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)F)N4CC[C@H](C4)N5CCN(CC5)C(=O)C,4,0
20230,169637274,3,4,416.4,3.6,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC(C3=CC=CC=N3)C(=O)NCC4=CC=CC=C4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC(C3=CC=CC=N3)C(=O)NCC4=CC=CC=C4,1,1
20231,169637278,2,4,423.5,4.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C4CCN5C(C4)CCC5=O)F,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)[C@@H]4CCN5[C@H](C4)CCC5=O)F,4,0
20232,169637300,2,4,406.5,3.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC5CC4CN5C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC5CC4CN5C(=O)C,1,1
20233,169637333,2,4,400.5,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCCN(C(=O)C4)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@H]3CCC[C@@H](C3)N4CCCN(C(=O)C4)C,4,0
20234,169637334,2,4,423.5,3.1,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)C(=O)N(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN(CC4)C(=O)N(C)C,1,1
20235,169637341,2,4,423.5,4.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C4CCN5C(C4)CCC5=O)F,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C4CCN5[C@@H](C4)CCC5=O)F,4,0
20236,169637348,2,5,449.6,4.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(CC4)N5CCN(CC5)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(CC4)N5CCN(CC5)C,1,1
20237,169637351,3,4,411.5,2.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCN5C(=CNC5=O)C4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCN5C(=CNC5=O)C4,4,0
20238,169637375,2,4,412.5,3.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CC5CC4CN5C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CC5CC4CN5C(=O)C,4,1
20239,169637376,3,4,407.4,2.7,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN5C(C4)CNC5=O,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCN5C(C4)CNC5=O,1,1
20240,169637387,2,6,436.5,2.6,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCN(CC4)S(=O)(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCN(CC4)S(=O)(=O)C,1,0
20241,169637395,2,5,430.5,3.5,CCOC(=O)N1CCC(CC1)N2CCCC(C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,CCOC(=O)N1CCC(CC1)N2CCC[C@@H](C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,1,0
20242,169637396,2,5,457.6,3.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(C4)N(C)C(=O)CN(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCC(C4)N(C)C(=O)CN(C)C,1,0
20243,169637400,3,4,386.5,2.5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(=O)NCC4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCC(=O)NCC4,1,1
20244,169637401,2,4,442.6,4.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(C4)N(C)C(=O)C(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCC(C4)N(C)C(=O)C(C)C,1,0
20245,169637409,2,4,400.5,2.7,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(=O)N(CC4)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCCC(C3)N4CCC(=O)N(CC4)C,1,0
20246,169637410,2,4,400.5,2.8,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CC(C4)N(C)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CC(C4)N(C)C(=O)C,4,1
20247,169637420,2,7,462.4,4.0,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C(F)(F)F)N4CCN(CC4)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC(=C3)C(F)(F)F)N4CCN(CC4)C(=O)C,2,1
20248,169637423,2,4,406.5,3.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC5CC(C4)N5C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC5CC(C4)N5C(=O)C,1,1
20249,169637433,2,4,380.5,4.0,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=CC(=C3N2)C)F)N4CCN(CC4)C,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=CC(=C3N2)C)F)N4CCN(CC4)C,4,1
20250,169637435,2,5,412.5,4.5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CCC(C(C4)F)N(C)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3=CC(=CC=C3)N4CC[C@H]([C@H](C4)F)N(C)C,4,0
20251,169637437,2,4,427.5,2.6,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCN5C(C4)CN(C5=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CCN5[C@@H](C4)CN(C5=O)C,1,0
20252,169637446,3,4,372.5,3.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC(C4)NC,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CC[C@@H](C4)NC,1,1
20253,169637456,2,5,430.5,3.5,CCOC(=O)N1CCN(CC1)C2CCCC(C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,CCOC(=O)N1CCN(CC1)[C@@H]2CCC[C@H](C2)NC(=O)C3=CC4=C(C=CC(=C4N3)C)F,4,0
20255,169637469,3,4,426.5,3.1,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC5(CC4)CC(=O)NC5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCC5(CC4)CC(=O)NC5,4,0
20256,169637482,1,4,414.5,1.5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N3CCCC(C3)C(=O)N4CCN(CC4)C(=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N3CCCC(C3)C(=O)N4CCN(CC4)C(=O)C,4,1
20257,169637486,2,3,365.4,3.4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3C4=CC=CC=C4CCN(C3=O)C,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3C4=CC=CC=C4CCN(C3=O)C,4,1
20258,169637489,4,4,427.5,2.8,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC5(CC4)CNC(=O)N5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@H](C3)N4CCC5(CC4)CNC(=O)N5,1,0
20259,169637490,3,4,426.5,3.2,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCCC5(C4)CCNC5=O,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCC[C@@H](C3)N4CCCC5(C4)CCNC5=O,1,0
20260,169637496,4,4,427.5,2.8,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC(C3)N4CCC5(CC4)CNC(=O)N5,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)N[C@@H]3CCCC(C3)N4CCC5(CC4)CNC(=O)N5,1,0
20261,169637498,2,3,323.4,3.3,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC4=C3C=CN=C4,CC1=C2C(=C(C=C1)F)C=C(N2)C(=O)NC3CCCC4=C3C=CN=C4,4,1
